"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score"
"ts82770","Camarón Revolution","SHOW","",2018,"TV-14",52,"['documentation', 'reality']","['ES']",1,"",NA,NA,1.29,7
"ts85170","Memories of the Alhambra","SHOW","While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",2018,"TV-MA",65,"['scifi', 'drama', 'action', 'thriller', 'romance']","['KR']",1,"tt8236556",7.8,5537,12.047,7.9
"ts81734","Chosen","SHOW","When a mysterious box arrives at his door, a doctor and father is forced to participate in a twisted killing game, or risk losing everything.",2018,"TV-14",71,"['action']","['CN']",2,"tt7317178",5.2,127,1.566,6.5
"ts75981","The Royal House of Windsor","SHOW","Drawing on newly available evidence, this epic series explores the Windsor dynasty's gripping family saga, providing fresh insights into how our royal family have survived four generations of crisis.",2017,"TV-14",49,"['documentation', 'history', 'european']","['GB']",1,"tt6596634",7.3,1574,4.357,7.4
"ts75477","The Confession Tapes","SHOW","This true crime documentary series investigates cases where people convicted of murder claim their confessions were coerced, involuntary or false.",2017,"TV-MA",45,"['documentation', 'crime']","['US']",2,"tt15149776",7.5,5358,3.917,7.4
"ts83502","Ad Vitam","SHOW","In a future where regeneration technology lets humans live indefinitely, a cop and a troubled young woman investigate a strange wave of youth suicides.",2018,"TV-MA",52,"['scifi', 'crime', 'drama']","['FR']",1,"tt8548830",6.4,1671,5.334,5.8
"ts57985","Free Rein","SHOW","A 15-year-old from LA spends the summer at her mom's childhood home on an island off the coast of England, where she bonds with a mysterious horse.",2017,"TV-G",28,"['action', 'comedy', 'drama', 'family', 'documentation']","['US']",3,"tt6928052",7,2110,31.038,7.8
"ts58297","The Indian Detective","SHOW","A Toronto police officer gets involved in a homicide investigation while visiting his father in Mumbai.",2017,"",43,"['crime', 'comedy', 'drama']","['CA']",1,"tt5797220",6.5,3123,4.954,6.5
"ts80959","Sacred Games","SHOW","A link in their pasts leads an honest cop to a fugitive gang boss, whose cryptic warning spurs the officer on a quest to save Mumbai from cataclysm.",2018,"TV-MA",50,"['action', 'drama', 'crime', 'thriller']","['IN']",2,"tt6077448",8.5,86279,14.613,8.1
"ts81821","The Queen of Flow","SHOW","After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2018,"TV-MA",45,"['drama', 'family', 'music']","['CO']",2,"tt8560918",7.7,1247,257.952,8
"ts78291","Dogs of Berlin","SHOW","A politically sensitive murder forces two disparate detectives into a battle with the Berlin underworld and a confrontation with their own corruption.",2018,"TV-MA",60,"['crime', 'drama', 'action', 'thriller']","['DE']",1,"tt6839788",7.5,12617,10.83,7.4
"ts81414","Meteor Garden","SHOW","An ordinary girl is admitted to the most prestigious school in the country where she encounters F4, an exclusive group comprised of the four wealthiest and handsomest boys in the school - Dao Ming Si, Hua Ze Lei, Xi Men and Mei Zuo.",2018,"TV-14",45,"['drama', 'romance']","['CN']",1,"tt8690890",7.9,4033,52.891,8.5
"ts76793","Shot in the Dark","SHOW","Three rival freelance stringers scour the streets at night to film crime scenes, fires, accidents -- and anything else they can sell to news outlets.",2017,"TV-MA",37,"['reality', 'documentation', 'thriller']","['US']",1,"tt7644680",8,1795,1.638,7.9
"ts95569","Rainbow Rangers","SHOW","Inspired by the colors of the rainbow, seven magical girls from Kaleidoscopia are guardians of both nature and the Earth.",2018,"TV-Y",22,"['animation', 'family', 'fantasy']","['US']",2,"tt7967882",4.4,195,1.499,10
"ts78231","Unsolved: The Murders of Tupac and The Notorious B.I.G.","SHOW","A chronicle of the two major police investigations by LAPD Detective Greg Kading into the deaths of Tupac and The Notorious B.I.G.",2018,"TV-MA",45,"['crime']","['US']",1,"tt6233618",7.8,7872,13.329,7
"ts321277","Daniel Sloss: Live Shows","SHOW","Comedian Daniel Sloss is ready to find the funny in some very dark topics, from the deeply personal to the truly irreverent.",2018,"TV-MA",60,"['comedy']","['US']",1,"tt8858472",8.5,3443,1.694,8.2
"ts83790","The Beauty Inside","SHOW","It is a love story of Han Se-gye who is an A-list actress. She is known as a troublemaker and the object of many rumors. Her life is a mystery, but, in reality, she suffers from an unusual phenomenon. At a certain point every month, her appearance changes to a different person. She lives one week out of every month with a different appearance, and Seo Do-jae who is an executive director of an airline company. He seems perfect with an attractive appearance and intelligence but, he suffers from prosopagnosia. He hides this disability and tries hard to memorize people by their habits and mannerisms. The only face that he is able to recognize is Han Se-gye’s.",2018,"TV-14",59,"['comedy', 'drama', 'fantasy', 'romance']","['KR']",1,"tt8801708",7.6,2019,26.875,8.2
"ts228255","Cry Babies Magic Tears","SHOW","Cute little babies with big personalities explore this imaginative world where tears are magical and carry special powers. The tears are triggered by emotions of love or happiness as the babies overcome challenging situations together.",2018,"TV-Y",4,"['family', 'animation']","['FR']",2,"tt11067738",5.2,43,3.304,7.2
"ts90869","Love Daily","SHOW","Romantic anthology web series revolving around 12 stories of 12 months of young people on their paths to love.",2018,"",18,"['drama', 'romance']","['US']",1,"tt7975182",6.1,157,4.281,7.9
"ts78590","The Mechanism","SHOW","A scandal erupts in Brazil during an investigation of alleged government corruption via oil and construction companies. Loosely inspired by true events.",2018,"TV-MA",46,"['drama', 'crime', 'thriller']","['BR']",2,"tt6873658",8,36136,8.383,7.4
"ts236347","Thus Spoke Kishibe Rohan","SHOW","A series of OVA adaptations of the eponymous series of one-shots, featuring Diamond is Unbreakable character, Rohan Kishibe. Much like the one-shots themselves, the episodes are released out of order.",2017,"TV-MA",24,"['action', 'scifi', 'thriller', 'animation', 'drama', 'fantasy']","['JP']",1,"tt13887556",7.5,1222,2.695,9
"ts78206","Welcome to Waikiki","SHOW","Kang Dong-Goo dreams of becoming a movie director, but he is cynical due to bad luck. Cheon Joon-Ki wanted to follow in his father's footsteps and become an actor, but he is now just a minor actor. Bong-Doo-Sik came to Seoul to become a scenario writer, but things have not been easy for him.

These 3 men run the guest house Waikiki in Itaewon, South Korea. Their guest house is facing bankruptcy and then a mysterious baby and single mother appear at Waikiki.",2018,"TV-MA",64,"['drama', 'comedy', 'reality']","['KR']",3,"tt7890304",8.3,2195,26.059,8.6
"ts131579","Thieves of the Wood","SHOW","In 18th-century Flanders a soldier-turned-bandit becomes a local hero as he leads the oppressed and downtrodden in a revolt against the corrupt aristocracy.",2018,"TV-MA",48,"['history', 'drama', 'action', 'thriller', 'comedy', 'documentation']","['BE']",1,"tt5766086",6.8,2629,12.035,6.4
"ts83489","Blood Pact","SHOW","Pacto de Sangue is about Silas Campello, a news reporter who sees an opportunity to get big TV ratings through raw, violent content after he starts to cover the murders and gang wars playing out deep in the Amazon jungle between two rival drug lords.",2018,"",60,"['drama', 'crime']","['BR']",1,"tt6742610",6.7,143,0.907,7
"ts75341","Final Fantasy XIV: Dad of Light","SHOW","A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.",2017,"TV-PG",30,"['drama']","['JP']",1,"tt6497076",7.2,604,2.953,7.4
"ts57811","Fate/Apocrypha","SHOW","The theft of the Greater Grail from Fuyuki City leads to a splintered timeline in which the Great Holy Grail War is waged on an unprecedented scale.",2017,"TV-14",24,"['scifi', 'action', 'animation', 'drama', 'fantasy']","['JP']",1,"tt6424454",6.6,2299,17.023,7.7
"ts75286","Greenhouse Academy","SHOW","When teen siblings Hayley and Alex enter an elite boarding school, they find rivalry, romance and a mystery related to the recent loss of their mom.",2017,"TV-PG",23,"['drama']","['US']",4,"tt6076336",6.6,6133,16.244,8.1
"ts57148","Champions","SHOW","Vince, a charismatic gym owner with no ambition lives with his younger brother Michael, a gorgeous idiot. Their simple life of women and working out is put on hold when the teenage son of Vince is dropped off on their doorstep by Priya, one of his old high school flings.",2018,"TV-PG",21,"['comedy']","['US']",1,"tt6470396",6,3890,4.61,5.5
"ts83457","Cleo & Cuquin","SHOW","Sister and brother Cleo and Cuquin carry out different job roles to help their friends.",2018,"TV-Y",7,"['animation', 'family']","['ES']",2,"tt7956374",8.1,98,2.076,8.3
"ts81526","November 13: Attack on Paris","SHOW","Survivors and first responders share personal stories of anguish, kindness and bravery that unfolded amid the Paris terror attacks of Nov. 13, 2015.",2018,"TV-MA",54,"['documentation']","['FR']",1,"tt8194716",8.3,3137,4.169,8.2
"ts85837","SKY Castle","SHOW","The drama revolves around the lives of housewives living in a luxurious residential area called SKY Castle in suburban Seoul, where wealthy doctors and professors live. The wives are determined to make their husbands more successful and to raise their children like princes and princesses and to be top students.",2018,"TV-MA",68,"['drama']","['KR']",1,"tt9151274",8.6,2925,11.683,8.3
"ts88234","Man Like Mobeen","SHOW","Man Like Mobeen is a four-part series that welcomes you into the life of Mobeen Deen, a 28 year-old from Small Heath in Birmingham.  All Mobeen wants to do is follow his faith, lead a good life, and make sure his younger sister fulfils her potential. But can he juggle these when his criminal past and reputation is always chasing him?",2017,"TV-MA",22,"['comedy']","['GB']",3,"tt7639280",8,2737,1.977,6.7
"ts57464","Life Sentence","SHOW","When Stella finds out her terminal cancer is cured, she's going to have to learn to live with all the choices she's made when she decided to ""live like she was dying"".",2018,"TV-14",42,"['comedy', 'drama']","['US']",1,"tt6088922",6.4,3899,7.925,6.5
"ts56125","Ingobernable","SHOW","The First Lady of Mexico has big plans to improve conditions for the country. As she starts to lose faith in her husband, President Diego Nava, she finds herself at a crossroad where she will need to find a way to deal with a great challenge.",2017,"TV-MA",39,"['war', 'crime', 'drama', 'thriller']","['MX']",3,"tt6495756",7,3116,13.874,6.5
"ts53399","Eternal Love","SHOW","Three hundred years ago, Bai Qian stood on the Zhu Xian Terrace, turned around and jumped off without regret. Ye Hua stood by the bronze mirror to witness with his own eyes her death. Three hundred years later, in the East Sea Dragon Palace, the two meet unexpectedly. Another lifetime another world, after suffering betrayal Bai Qian no longer feels anything, yet she can't seem to comprehend Ye Hua's actions. Three lives three worlds, her and him, are they fated to love again?",2017,"TV-14",45,"['scifi', 'drama', 'fantasy', 'romance', 'family']","['CN']",1,"tt6488862",8.3,2339,20.099,7.8
"ts82445","Ashes of Love","SHOW","Jin Mi is the daughter of a flower deity who is fed a pill that prevents her from feeling or expressing romantic love. She gets tangled in a love triangle with Heavenly Prince Xu Feng and the ambitious Night Deity Run Yu.",2018,"TV-14",43,"['comedy', 'drama', 'thriller', 'fantasy', 'romance']","['CN']",1,"tt8976346",8.3,1963,17.576,8.6
"ts80411","Lawless Lawyer","SHOW","Driven by the desire to avenge his mother, a former gangster turned lawyer uses both his fists and the loopholes in law to fight against those with absolute power.",2018,"TV-14",64,"['crime', 'action', 'drama', 'thriller']","['KR']",1,"tt8160178",7.6,1785,18.479,7.6
"ts55232","Cyborg 009: Call of Justice","SHOW","Years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity.",2017,"",24,"['scifi', 'animation', 'action']","['JP']",1,"tt6921524",5.7,222,4.999,7.2
"ts309731","Gormiti","SHOW","Toby, Nick, Lucas and Jessica have hidden in the kitchen of their house a secret passage that leads to the ""Temple of the Elements"", from where they are transported to Gorm.",2018,"TV-Y",11,"['comedy', 'action', 'animation', 'fantasy', 'thriller']","['ES', 'IT']",4,"tt9077350",5.2,113,4.851,9.2
"ts86949","The A List","SHOW","Romance, rivalry and radical mystery collide as a group of teens attend a remote island sleepaway camp in this suspenseful, supernatural drama.",2018,"TV-PG",27,"['drama', 'thriller', 'family', 'crime']","['GB']",2,"tt9185110",5.3,2904,11.645,6.804
"ts82375","Beyblade Burst Turbo","SHOW","",2018,"TV-Y7",22,"['scifi', 'action']","['JP']",1,"",NA,NA,0.6,0.5
"ts82843","The Curious Creations of Christine McConnell","SHOW","Wickedly talented baker and artist Christine McConnell fills her home with haunting confections, creepy crafts -- and wildly inappropriate creatures.",2018,"TV-PG",27,"['comedy', 'reality', 'horror']","['US']",1,"tt8773080",7.7,2397,3.175,7.3
"ts80479","Clean with Passion for Now","SHOW","Gil Oh-so, an employee at a cleaning company, meets Jang Seon-gyul, the boss of the company. The two are diametric opposite when it comes to cleanliness. With the help of Oh-sol, Seon-gyul faces his mysophobia and falls in love with her.",2018,"TV-MA",60,"['comedy', 'drama', 'romance']","['KR']",1,"tt7981562",6.9,1472,25.757,8.1
"ts82268","GHOUL","SHOW","A newly minted military interrogator arrives at a covert detention center to discover that some of the terrorists held there are not of this world.",2018,"TV-MA",46,"['scifi', 'drama', 'thriller', 'fantasy', 'horror']","['IN']",2,"tt5811766",8,6,16.66,6.9
"ts78246","Kiss Me First","SHOW","To escape reality 17-year-old Leila turns to a secret virtual paradise. Her real journey begins when this digital Eden turns dark.",2018,"TV-MA",47,"['scifi', 'thriller', 'drama']","['GB']",1,"tt5730690",6.2,3919,5.447,6.9
"ts90594","Barbie: Dreamhouse Adventures","SHOW","Barbie, her sisters, friends and neighbour Ken share vlogs filmed in her Dreamhouse.",2018,"TV-Y",22,"['animation', 'comedy', 'family']","['US']",5,"tt7661472",6.7,543,36.15,8.2
"ts84833","Diablero","SHOW","A young priest enlists the help of a demon hunter and a paranormal expert to search for a kidnapped girl in the underworld of Mexico City.",2018,"TV-MA",38,"['scifi', 'horror', 'thriller', 'family', 'drama', 'fantasy']","['MX']",2,"tt7414954",6.7,2568,19.915,7.5
"ts76603","Erased","SHOW","After finding his mom killed, Satoru's time-traveling ability takes him back 18 years for a chance to prevent her death and those of three classmates.",2017,"TV-14",28,"['drama', 'thriller', 'crime', 'fantasy', 'scifi']","['JP']",1,"tt7573686",7.8,3671,9.747,7.4
"ts87194","Instant Hotel","SHOW","Teams of Australian homeowners compete for the title of best Instant Hotel by staying overnight in each other's rentals and rating their experience.",2018,"TV-MA",49,"['reality']","['AU']",2,"tt9316032",7.3,1538,1.602,7.1
"ts82631","Monkey Twins","SHOW","Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.",2018,"",49,"['action', 'crime']","['TH']",1,"tt8507498",7.9,95,0.99,6
"ts76753","A Korean Odyssey","SHOW","A self-serving mythical creature's bid for invincibility backfires when he finds himself at the mercy of a woman who can see otherworldly beings.",2017,"TV-MA",75,"['comedy', 'thriller', 'fantasy', 'horror', 'romance']","['KR']",1,"tt7099334",8,4695,29.703,8.2
"ts77755","Power Rangers Ninja Steel","SHOW","A new team of superhuman power rangers must work together and use their new ninja powers to prevent evil from dominating the human race and from destroying the planet earth and the universe",2017,"TV-Y7",24,"['action', 'scifi', 'thriller', 'drama']","['US']",2,"tt5335606",5.8,890,3.907,7.3
"ts84646","Warrior","SHOW","A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.",2018,"TV-MA",42,"['action', 'drama', 'crime']","['DK']",1,"tt9249090",6.7,2010,5.717,6.5
"ts81583","Life","SHOW","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",2018,"",65,"['drama', 'thriller']","['KR']",1,"tt8243158",7.6,719,6.26,8
"ts79997","Something in the Rain","SHOW","Explore the relationship of two people as they go from being “just acquaintances” to “a genuine couple” — Yoon Jin Ah, a coffee shop  supervisor in her 30s, and Seo Joon Hee, a designer at a video game company who has just returned from working abroad.",2018,"TV-MA",73,"['drama', 'romance']","['KR']",1,"tt8078816",8.1,6208,53.569,7.9
"ts82424","13 Reasons Why: Beyond the Reasons","SHOW","Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",2017,"TV-MA",42,"['documentation']","['US']",3,"tt8615966",6.2,328,11.431,6.5
"ts53166","Julie's Greenroom","SHOW","Ms. Julie teaches performing arts workshops with the help of her assistant Gus at their Wellspring Center for the Performing Arts.",2017,"",28,"['comedy', 'family']","['US']",1,"tt5779222",8.2,328,2.76,8.5
"ts76478","Prison Playbook","SHOW","With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",2017,"",92,"['comedy', 'drama']","['KR']",1,"tt7622902",8.5,3247,17.608,8.6
"ts85202","Brainchild","SHOW","From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",2018,"TV-Y7",24,"['documentation', 'family']","['US']",1,"tt9203042",7.9,425,2.902,8.3
"ts36650","Apaches","SHOW","A young journalist is forced into a life of crime to save his father and family in this series based on the novel by Miguel Sáez Carral.",2018,"TV-MA",68,"['crime', 'action', 'drama', 'thriller', 'european']","['ES']",1,"tt4418844",7,301,3.001,6.9
"ts75750","Revolutionary Love","SHOW","Byun Hyuk is the younger son of a rich conglomerate family who was born with a silver spoon in his mouth. The lack of difficulties in life contributed to the carefree and hopelessly positive mindset of his. One day, he meets a girl who is everything that he is not. This drama is a depiction of youth where they learn about love and friendship.",2017,"TV-MA",68,"['comedy', 'romance']","['KR']",1,"tt7340800",6.9,677,6.098,8.6
"ts77545","Dope","SHOW","Filmed from the perspectives of dealers, users and the police, this vivid series offers a bracing look at the war on drugs.",2017,"TV-MA",44,"['documentation', 'crime', 'war', 'thriller', 'comedy', 'drama']","['US']",3,"tt6545162",7.3,1658,15.736,7.2
"ts75718","Neo Yokio","SHOW","Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.",2017,"TV-MA",23,"['action', 'scifi', 'comedy', 'fantasy', 'animation']","['US']",2,"tt7343832",5.9,3385,4.138,5.5
"ts116101","Crazy Delicious","SHOW","Everyday meals are turned into extraordinary culinary creations in a magical food competition on an edible set. The UK's most talented food lovers are challenged to produce meals that must impress with originality, visuals and extraordinary flavours.",2017,"",52,"['reality']","['GB']",1,"tt7626160",8.9,15,2.694,7.5
"ts57300","Marlon","SHOW","A loving (but immature) father is committed to co-parenting his two kids with his very-together ex-wife. While his misguided fatherly advice, unstoppable larger-than-life personality and unpredictable Internet superstardom might get in the way sometimes, for Marlon, family really always does come first - even if he's the biggest kid of all.",2017,"TV-PG",21,"['comedy']","['US']",2,"tt5722376",6.9,4136,11.367,6.6
"ts85967","Bumping Mics with Jeff Ross & Dave Attell","SHOW","When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend.",2018,"TV-MA",36,"['comedy']","['US']",1,"tt9203078",7.7,1167,1.36,7.8
"ts9075","The Fix","SHOW","Comedians Jimmy Carr, D.L. Hughley and Katherine Ryan tackle the world's woes with help from a rotating crew of funny guests and an actual expert.",2018,"TV-MA",27,"['comedy']","['US']",1,"tt5960546",7,1957,1.555,6.5
"ts80313","Bobby Kennedy for President","SHOW","Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",2018,"TV-MA",61,"['documentation', 'drama']","['US']",1,"tt8200004",8.1,1803,2.09,8.3
"ts79679","The Yard","SHOW","After a fateful domestic clash, a devoted mother finds herself in prison and fighting to survive in hopes of reuniting with her daughter.",2018,"TV-MA",108,"['drama', 'crime']","['TR']",3,"tt7923832",7.1,1647,21.505,7.5
"ts82298","Familiar Wife","SHOW","After receiving a bizarre chance to go back in time, a man wakes up to find that his whole life — including the person he married — is different.",2018,"TV-MA",62,"['scifi', 'drama', 'fantasy', 'romance']","['KR']",1,"tt8487786",7.7,1015,19.741,8.1
"ts84645","Medal of Honor","SHOW","Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.",2018,"TV-MA",55,"['documentation', 'war']","['US']",1,"tt7440274",8.2,1710,7.798,8.7
"ts78299","Llama Llama","SHOW","Llama, his family and his good friends have heart-warming adventures in a safe, friendly town. An animated show based on the award-winning books.",2018,"TV-Y",17,"['animation', 'family']","['US']",2,"tt4781350",6.3,272,4.525,7.8
"ts74962","True and the Rainbow Kingdom","SHOW","When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day.",2017,"TV-Y",21,"['animation', 'comedy', 'family', 'fantasy']","['CA']",4,"tt5607658",7.2,451,7.851,8.8
"ts77014","Wolf","SHOW","Tasked with risky missions across Turkey, members of a special-operations police unit confront danger and tragedy both on the field and at home.",2018,"TV-MA",75,"['reality', 'war', 'action', 'drama', 'thriller']","['TR']",1,"tt7146600",8,7545,26.999,7.1
"ts82181","Back Street Girls -GOKUDOLS-","SHOW","A group of 3 yakuza failed their boss for the last time. After messing up an important job, the boss gave them 2 choices: honorably commit suicide, or go to Thailand to get a sex reassignment surgery in order to become ""female"" idols. After a gruesome year training to become idols, they successfully debut, with overwhelming popularity, much to their dismay. This is where their tragedy truly begins.",2018,"TV-MA",24,"['comedy', 'animation']","['JP']",1,"tt8693818",6.7,844,10.716,6.4
"ts54050","Ultimate Beastmaster","SHOW","In this intense obstacle course series, elite athletes from the U.S. and other countries compete for cash prizes, individual glory and national pride.",2017,"TV-PG",59,"['action', 'reality']","['US']",3,"tt5607970",7.3,2359,5.525,6
"ts80090","The Piano Forest","SHOW","A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.",2018,"TV-PG",26,"['comedy', 'drama', 'animation']","['JP']",2,"tt8043492",7.2,912,10.181,5.9
"ts84799","Victim Number 8","SHOW","An jihadist attack in the old town of Bilbao ends with the lives of seven people and leaves more than thirty badly injured. The police investigation focus on catching those responsible for the massacre.",2018,"",54,"['crime', 'drama', 'action', 'thriller', 'fantasy']","['ES']",1,"tt8500086",7,2030,6.384,7.7
"ts79086","Jenni Rivera: Mariposa de Barrio","SHOW","This drama reveals the difficult rise to fame of the Mexican-American singer Jenni Rivera, from her past of abuse to success as a band leader.",2017,"TV-MA",43,"['drama']","['US']",1,"tt6834120",7.2,245,21.897,5
"ts82127","Sirius the Jaeger","SHOW","Imperial Capital, 1930. A strange group of people carrying musical instrument cases landed on Tokyo station. They are called the ""Jaegers"", who came to hunt vampires. Amongst them, there stood a young man with striking serenity and unusual aura. His name is Yuliy, a werewolf whose home village was destroyed by vampires. Yuliy and the Jaegers engage in deadly battle over a mysterious holy arc only known as ""The Arc of Sirius"". What truth awaits them at the end...?",2018,"TV-MA",25,"['action', 'thriller', 'scifi', 'animation', 'history', 'horror']","['JP']",1,"tt8565136",6.7,1942,9.177,7.6
"ts78053","Kakegurui","SHOW","Children from influential families in politics and businesses attend the Hyakkaou Private Academy. There, the hierarchy of the students are classified by a series of games. Students that win the games are on the ruling side and the students who lose become slaves. One day, a mysterious girl, Yumeko Jabami (Minami Hamabe), is transferred to Hyakkaou Private Academy. She looks pure and pretty, but she is actually a compulsive gambler and seeks out the thrill of taking calculated risks.",2018,"TV-MA",25,"['thriller', 'drama']","['JP']",2,"tt7691766",6.7,1005,24.549,7.9
"ts78031","Ultraviolet","SHOW","An online community of amateur sleuths use technology to solve crimes -- and make quirky friends -- in their quest for justice.",2017,"TV-MA",46,"['drama', 'crime', 'european']","['PL']",2,"tt7514746",6.9,1611,5.351,7.5
"ts85732","The Final Table","SHOW","Team of chefs vie to impress some of the world's toughest palates as they whip up iconic dishes from different nations in this fast-paced competition.",2018,"TV-PG",53,"['reality']","['US']",1,"tt7619858",7.6,4176,3.634,7
"ts55627","Time: The Kalief Browder Story","SHOW","The story of a teenager wrongfully charged with theft and jailed at Riker's Island prison for over 1,000 days.",2017,"TV-MA",43,"['documentation']","['US']",1,"tt6133034",8.4,2687,3.445,7.9
"ts80059","Trump: An American Dream","SHOW","Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",2017,"TV-14",55,"['documentation', 'european']","['GB']",1,"tt7596008",7.2,4021,3.412,6.9
"ts56933","The New Legends of Monkey","SHOW","Follow a teenage girl and a trio of fallen gods on a perilous journey as they attempt to bring an end to a demonic reign of chaos and restore balance to their world. Inspired by the 16th Century Chinese fable “Journey to the West.”",2018,"TV-PG",26,"['scifi', 'action', 'comedy', 'fantasy']","['NZ']",2,"tt6807662",6.4,4398,25.804,7.2
"ts118696","Robot Trains","SHOW","Set in the ""Train World"" where all citizens are trains. However, among the residents there are special trains that can transform into robots, the Robot Trains. Featuring our 5 train heroes, with special powers: Kay, Alf, Duck, Selly and Victor - and their exciting adventures. Can the Robot Trains save the village from the evil dark forces that be?",2017,"TV-Y7",13,"['animation', 'action', 'comedy', 'fantasy', 'scifi']","['KR']",3,"tt7216288",6.2,89,1.4,NA
"ts79219","Flint Town","SHOW","Over a two-year period, filmmakers embedded with cops in Flint, Michigan, reveal a department grappling with volatile issues in untenable conditions.",2018,"TV-MA",42,"['documentation', 'crime', 'action']","['US']",1,"tt8004578",7.8,3713,2.166,7.5
"ts85183","Vai Anitta","SHOW","Go behind the scenes with Brazilian superstar Anitta as the singer reveals how she's consolidating her international career.",2018,"TV-MA",30,"['documentation', 'reality']","['BR']",2,"tt8961530",5.5,455,1.994,6.8
"ts84135","The Inmate","SHOW","A former U.S. Marine, Lázaro Mendoza, enters a maximum security prison in Mexico (La Rotunda), under a false identity and accused of an alleged triple murder. Now as Dante Pardo, his mission is to infiltrate a dangerous band of inmates and guards that operate inside and outside of prison who are the prime suspects of the kidnapping of the teenage daughter of U.S. Judge, John Morris. Inside La Rotunda, Lázaro has to find out who carried out the kidnapping and the whereabouts of the girl.",2018,"TV-MA",45,"['drama', 'crime', 'thriller']","['MX']",1,"tt8452308",6.9,2714,25.554,7
"ts86067","Death by Magic","SHOW","Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",2018,"TV-14",35,"['reality']","['US']",1,"tt8887956",6,641,3.231,6.9
"ts76245","The Day I Met El Chapo: The Kate del Castillo Story","SHOW","Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",2017,"TV-MA",55,"['documentation']","['MX']",1,"tt7334894",6.8,1093,17.067,6.1
"ts56033","Surviving Escobar - Alias JJ","SHOW","As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",2017,"TV-MA",42,"['crime', 'drama']","['CO']",1,"tt6809396",7.7,995,106.508,7.8
"ts56636","My Sassy Girl","SHOW","Set in the Joseon Dynasty period, a romance takes place between cold-hearted Gyun-Woo and Princess Hyemyung who causes troubles.",2017,"TV-14",44,"['comedy', 'romance']","['KR']",1,"tt6175760",6.8,597,6.648,7.3
"ts92825","Lego Jurassic World: The Secret Exhibit","SHOW","How the characters from Lego Jurassic World: The Indominus Escape (2016) and Jurassic World (2015) got involved with the Park.",2018,"TV-Y",22,"['action', 'comedy', 'family', 'scifi', 'animation']","['US']",1,"tt9322614",6.1,257,14.703,7.2
"ts76509","Beyond Stranger Things","SHOW","Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",2017,"TV-14",21,"['documentation']","['US']",1,"tt7570990",7.4,1883,98.48,7.5
"ts55978","Samurai Gourmet","SHOW","Recent retiree Takeshi rediscovers his passion for food and life by getting in touch with his inner warrior and eating what he truly desires.",2017,"",21,"['comedy']","['JP']",1,"tt6304676",8.1,2099,5.009,7.9
"ts77520","Mob Psycho 100","SHOW","An inconspicuous middle school psychic confronts an organization plotting to use other psychics to rule the world. Based on the hit manga.",2018,"",24,"['action', 'scifi', 'thriller']","['JP']",1,"tt7701694",5.2,521,12.055,5.9
"ts85236","Castle and Castle","SHOW","Castle & Castle is a law series that follows the story of a married couple, ‘Remi Castle’ and her husband ‘Tega’ – two lawyers who run a successful practice in Lagos. They met 20 years ago when he taught her in law school.",2018,"TV-MA",54,"['drama']","['NG']",2,"",NA,NA,2.336,7.2
